id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
BIMS491,BIMS 491,Research,BIMS,4,Research conducted under the direction of faculty member in biomedical sciences. May be repeated for credit.,-1,Unknown,0,3.0
BIMS499,BIMS 499,Biomedical Sciences Capstone Experience,BIMS,1,"Integration of foundational biomedical science knowledge, competencies, and coursework through an individual capstone project based on research and presentation of an approved topic; formal presentation of both translational and integrative application of information as well as the expected impacts of the selected topic.",-1,Unknown,0,3.0
BIOL100,BIOL 100,Horizons in Biology,BIOL,1,"Introduction to the study of biology at Texas A&M University; gain knowledge of departmental and campus resources to assist and enhance the pursuit of a degree in biology, microbiology, molecular and cellular biology or zoology.",3.97,Light,0,2.7
BIOL101,BIOL 101,Botany,BIOL,4,"Structure, physiology and development of plants with an emphasis on seed plants. (Not open to students who have taken BIOL 111 and BIOL 112 or BIOL 113 .); includes laboratory that reinforces and provides supplemental information related to the lecture topics.",-1,Unknown,0,3.2
BIOL104,BIOL 104,"Contemporary Issues in Science - Cosmos, Earth and Humanity",BIOL,3,"Science for citizens; interdisciplinary survey of contemporary issues in the science of our universe or cosmos, Earth and humanity, including the big bang, evolution, genetics, vaccines and drugs; future outlook on humanity, including artificial intelligence, cryptography and cybersecurity; critically analyze science presented in the news, on television and on social media; ethical implications of research.",-1,Unknown,0,3.0
BIOL107,BIOL 107,Zoology,BIOL,4,"(BIOL 1313 and 1113, 1413)  Zoology.   Survey of animal life with respect to cell organization, genetics, evolution, diversity of invertebrates/vertebrates, anatomy/physiology, and interaction of animals with their environment; includes laboratory that reinforces and provides supplemental information related to lecture topics. (Not open to students who have taken BIOL 111 and BIOL 112 or BIOL 113 ).",2.92,Challenging,77,3.9
BIOL111,BIOL 111,Introductory Biology I,BIOL,4,"(BIOL 1306 and 1106, 1406) Introductory Biology I.   First half of an introdutory two-semester survey of contemporary biology that covers the chemical basis of life, structure and biology of the cell, molecular biology and genetics; includes laboratory that reinforces and provides supplemental information related to the lecture topics; also taught at Galveston campus.",2.96,Challenging,995,3.6
BIOL112,BIOL 112,Introductory Biology II,BIOL,4,"(BIOL 1307 and 1107, 1407) Introductory Biology II.   The second half of an introductory two-semester survey of contemporary biology that covers evolution, history of life, diversity and form and function of organisms; includes laboratory that reinforces and provides supplemental information related to the lecture topics.",3.13,Challenging,2115,3.8
BIOL113,BIOL 113,Essentials in Biology,BIOL,3,"(BIOL 1308, BIOL 1408) Essentials in Biology.   One-semester biology for non-majors; overview of essential biological concepts and their application to real world and contemporary issues; topics include evolution, biodiversity, cellular, molecular and forensic biology, genetics and heredity to scientific literacy, human impact on the environment, genetically modified organisms and emerging diseases.",3.05,Challenging,142,3.4
BIOL206,BIOL 206,Introductory Microbiology,BIOL,4,"(BIOL 2320 and 2120, BIOL 2321 and 2121, BIOL 2420, BIOL 2421) Introductory Microbiology.   Basic microbiology of prokaryotes and eukaryotes; main topics include morphology, physiology, genetics, taxonomy, ecology, medically important species and immunology; mandatory laboratory designed to give hands-on experience and to reinforce basic principles.  May not be used for credit by biology, molecular and cell biology, microbiology, zoology, predentistry or premedicine majors.",3.16,Challenging,329,2.6
BIOL213,BIOL 213,Molecular Cell Biology,BIOL,3,"Exploration of the molecular basis of cell structure, function and evolution; gene regulation, cell division cycle, cancer, immunity, differentiation, multicellularity and photosynthesis.",3.24,Challenging,290,3.4
BIOL214,BIOL 214,"Genes, Ecology and Evolution",BIOL,3,A genetically-based introduction to the study of ecology and evolution; emphasis on the interactions of organisms with each other and with their environment.,3.39,Moderate,368,3.2
BIOL285,BIOL 285,Directed Studies,BIOL,4,"Problems in various phases of plant, animal and microbial science.",-1,Unknown,0,3.0
BIOL289,BIOL 289,Special Topics in...,BIOL,4,Selected topics in an identified area of biology. May be repeated for credit.,-1,Unknown,0,3.0
BIOL291,BIOL 291,Research,BIOL,4,Active research of basic nature under the supervision of a Department of Biology faculty member. May be repeated for credit.,-1,Unknown,0,3.0
BIOL302,BIOL 302,Careers in Biology,BIOL,1,Development of job search skills; utilization of career resources; self-assessment of career interests and career objectives; strategies for professional correspondence and networking; business etiquette and interviewing techniques; insight into life science career opportunities.,3.82,Light,59,3.5
BIOL318,BIOL 318,Chordate Anatomy,BIOL,4,"Classification, phylogeny, comparative anatomy, and biology of chordates; diversity, protochordates, vertebrate skeletons, shark and cat anatomy studied in laboratory.",3.28,Challenging,0,3.2
BIOL319,BIOL 319,Integrated Human Anatomy and Physiology I,BIOL,4,"Integrated approach to cellular, neural, skeletal, muscular anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations.",3.23,Challenging,1013,3.9
BIOL320,BIOL 320,Integrated Human Anatomy and Physiology II,BIOL,4,"Continuation of BIOL 319 . Integrated approach to endocrine, cardiovascular, respiratory, digestive, urinary, reproductive and developmental anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations.",3.14,Challenging,1031,2.7
BIOL335,BIOL 335,Invertebrate Zoology,BIOL,4,"Morphology, taxonomy, natual history and phylogeny of invertebrate animals, with emphasis on biodiversity; class includes both lecture and lab. Labs include study of preserved material and demonstration of living animals in aquaria and terraria.",3.11,Challenging,28,3.0
BIOL349,BIOL 349,Bioinformatics,BIOL,3,"Comprehensive analysis of bioinformatics tools applicable to eukaryotic organisms; theoretical background of computational algorithms, with an emphasis on application of computational tools related to modern molecular biological research.",-1,Unknown,0,5.0
BIOL350,BIOL 350,Computational Genomics,BIOL,3,"Hands-on approach to obtaining, organizing and analyzing genome-related data; emphasis on asking and answering biologically relevant questions by designing and performing experiments using computers; understanding biology from a computational perspective.",-1,Unknown,0,3.5
BIOL351,BIOL 351,Fundamentals of Microbiology,BIOL,4,"Introduction to modern microbiology with emphasis on prokaryotes; includes microbial cell structure, function, and physiology; genetics, evolution, and taxonomy; bacteriophage and viruses; pathogenesis and immunity; and ecology and biotechnology; includes laboratory experience with microbial growth and identification.",2.91,Challenging,383,3.5
BIOL352,BIOL 352,Diagnostic Bacteriology,BIOL,4,"Practical experience in handling, isolation and identification of pathogenic microorganisms using biochemical tests and rapid identification techniques.",-1,Unknown,0,3.0
BIOL357,BIOL 357,Ecology,BIOL,3,"Analysis of ecosystems at organismal, population, interspecific and community levels.",3.31,Moderate,55,4.6
