name,category,address,city,state,zip_code,phone,website,email,distance_miles,business_size,source,area_label,latitude,longitude,matched_place_id,matched_place_confidence,slug
Jason's Deli,Restaurant,,College Station,TX,,,http://jasonsdeli.com/,,0.85,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6166535,-96.3223877,osm:node:4480983164,0.84,jason-s-deli
Texas Trading Post - Fun Texas Stuff,,,College Station,TX,,(979) 571-0445,http://txtraders.com/shop,txtraders192@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-trading-post---fun-texas-stuff
Chicken Express,Fast Food,710 South Earl Rudder Freeway,College Station,TX,77840,,http://chickene.com/,,2.07,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6403722,-96.3124751,osm:way:319066756,1.0,chicken-express
"Linebarger Goggan Blair & Sampson, LLP",,,College Station,TX,,(512) 447-6675,http://lgbs.com/,cmsmedia@lgbs.com,,Local Chamber Member,BCS Chamber,College Station,,,,,linebarger-goggan-blair---sampson--llp
FIBERTOWN Data Centers and Disaster Recovery Offices,,,College Station,TX,77803,(979) 393-9100,http://fibertown.com/,info@fibertown.com,,Local Chamber Member,BCS Chamber,College Station,,,,,fibertown-data-centers-and-disaster-recovery-offices
McPherson Endodontics,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mcpherson-endodontics
Barnes & Noble,Books,711 Texas Avenue South,College Station,TX,77840,,https://stores.barnesandnoble.com/store/2875,,0.64,Local Independent/Franchise,OpenStreetMap,College Station,30.6266397,-96.3309649,osm:node:2653005237,1.0,barnes---noble
"Linda Salvato, REALTOR®",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,linda-salvato--realtor
Poché’s Seafood Shoppe and Restaurant,,,College Station,TX,77845,(844) 534-2911,http://pochesseafoodshoppeandrestaurant.com/,nolan@1860italia.com,,Local Chamber Member,BCS Chamber,College Station,,,,,poché-s-seafood-shoppe-and-restaurant
"EOS - Randy McDougal, Expert EOS Implementer",,,College Station,TX,,,https://eosworldwide.com/randy-mcdougal,,,Local Chamber Member,BCS Chamber,College Station,,,,,eos---randy-mcdougal--expert-eos-implementer
Texas Archery,,,College Station,TX,77845,(979) 485-9950,http://texarchery.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-archery
Brazos Home Care,,,College Station,TX,77803,(979) 388-7506,http://brazoshomecare.com/,info@brazoshomecare.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-home-care
FUJIFILM Biotechnologies,,,College Station,TX,,,http://fujifilmdiosynth.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fujifilm-biotechnologies
La Caza Spirits,,,College Station,TX,,,https://lacazaspirits.com/,marketing@lacazaspirits.com,,Local Chamber Member,BCS Chamber,College Station,,,,,la-caza-spirits
"LeUnes, Judy",,"Wienerspiel is a 501c3 non-profit which fundraises for other 501c3 non-profits which help homeless, unwanted, neglected animals and those which support the human/animal bond., Wienerspiel is a 501c3 non-profit which fundraises for other 501c3 non-profits which help homeless, unwanted, neglected animals and those which support the human/animal bond.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,leunes--judy
"Pitman Custom Homes, LP",,,College Station,TX,,,http://pitmancustomhomes.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,pitman-custom-homes--lp
Maroon U,,,College Station,TX,,,http://maroonu.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,maroon-u
Elliott Custom Homes L.L.C.,,,College Station,TX,,,http://elliottcustomhomes.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elliott-custom-homes-l-l-c
"Enercon, LLC",,,College Station,TX,77801,(979) 823-3639,http://enerconllc.com/,brad@enerconllc.com,,Local Chamber Member,BCS Chamber,College Station,,,,,enercon--llc
Elia Cafe Tapas Bar,,,College Station,TX,,,http://eliabcs.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elia-cafe-tapas-bar
Lock-N-Roll Storage,,,College Station,TX,,,http://locknrollstorage.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,lock-n-roll-storage
Memorial Funeral Chapel - College Station,,,College Station,TX,,,http://memorialfuneralchapel.com/,,,Local Chamber Member,BCS Chamber,College Station,30.5988912,-96.2974798,osm:way:946671080,0.84,memorial-funeral-chapel---college-station
Pepe's Mexican Cafe,,,College Station,TX,,,http://pepesmexicancafe.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,pepe-s-mexican-cafe
TexAgs,,,College Station,TX,,,http://texags.com/,,,Local Chamber Member,BCS Chamber,College Station,30.60533,-96.3377569,osm:way:405507545,0.84,texags
Brazos Valley Schools Credit Union,,,College Station,TX,,(281) 391-2149,http://bvscu.org/,info@bvscu.org,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-schools-credit-union
"TDI-Brooks International, Inc.",,,College Station,TX,77845,(979) 693-3446,http://tdi-bi.com/,info@tdi-bi.com,,Local Chamber Member,BCS Chamber,College Station,,,,,tdi-brooks-international--inc
Elevated CBD,,,College Station,TX,77803,(979) 485-2604,http://elevatedcbdsmoke.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elevated-cbd
Facets of College Station,,,College Station,TX,77845,(979) 693-4655,https://facetshome.com/facets_showrooms/college-station-tx-705,skholmes@facetshome.com,,Local Chamber Member,BCS Chamber,College Station,,,,,facets-of-college-station
E Squared Fire Protection LLC.,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,e-squared-fire-protection-llc
FERA Diagnostics and Biologicals Corp.,,,College Station,TX,77845,(979) 213-6470,http://feraah.com/,inquiry@feraah.com,,Local Chamber Member,BCS Chamber,College Station,,,,,fera-diagnostics-and-biologicals-corp
Layne's Chicken Fingers,Restaurant,106 Walton Drive,College Station,TX,,,https://layneschickenfingers.com/,,0.57,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6232027,-96.3285626,osm:way:405506618,1.0,layne-s-chicken-fingers
Fidium Business,,,College Station,TX,,,https:///www.fidiumbusiness.com,,,Local Chamber Member,BCS Chamber,College Station,,,,,fidium-business
MRH Benefits,,,College Station,TX,77845,(832) 642-4566,http://mrhbenefits.com/,mhippler@myhst.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mrh-benefits
"Edward Jones-Brian Cobb, AAMS ® Financial Advisor",,,College Station,TX,,,http://edwardjones.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,edward-jones-brian-cobb--aams---financial-advisor
"Miles Construction and Development, LP",,,College Station,TX,,,http://milesconstructioncorp.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,miles-construction-and-development--lp
Prosperity Bank - Rock Prairie Road,,,College Station,TX,,(800) 531-1401,http://prosperitybankusa.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,prosperity-bank---rock-prairie-road
Limitless Tintworx,,,College Station,TX,77845,,http://limitlesstintworx.com/,limitlesstintworx@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,limitless-tintworx
Farrell Gjesdal Strategy Group,,,College Station,TX,,,http://farrellgjesdal.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,farrell-gjesdal-strategy-group
Nothing Bundt Cakes,Pastry,1713 Texas Avenue South,College Station,TX,77840,(979) 693-1222,http://nothingbundtcakes.com/,,1.09,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6167691,-96.3183345,osm:node:4934694953,1.0,nothing-bundt-cakes
Blo Blow Dry Bar College Station,,"North America's Original Blow Dry Bar! No cuts, No Color, Just Wash, Blo & Go!, North America's Original Blow Dry Bar! No cuts, No Color, Just Wash, Blo & Go!",College Station,TX,77845,(979) 201-5959,https://blomedry.com/blo-college-station,blocollegestation@bloblowdrybar.com,,Local Chamber Member,BCS Chamber,College Station,,,,,blo-blow-dry-bar-college-station
The Sleep Station #2,,,College Station,TX,77840,(979) 696-1255,http://thesleepstation.com/,jbm@thesleepstation.com,,Local Chamber Member,BCS Chamber,College Station,,,,,the-sleep-station--2
Ellen Fuller,,,College Station,TX,,,http://brazosvalleywaa.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,ellen-fuller
Texas A&M Health Science Center,,,College Station,TX,77807,(979) 436-9000,http://health.tamu.edu/,emartinez6270@tamu.edu,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-a-m-health-science-center
Phil Adams Company,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,phil-adams-company
"Edward Jones - Jessica Harman, Financial Advisor",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,edward-jones---jessica-harman--financial-advisor
Freundschaft Ranch,,,College Station,TX,77831,(800) 307-1402,https://freundschaftranch.com/,info@mysite.com,,Local Chamber Member,BCS Chamber,College Station,,,,,freundschaft-ranch
Emerson & Co.,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,emerson---co
Texas A&M Transportation Institute,,,College Station,TX,,,https://tti.tamu.edu/,,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-a-m-transportation-institute
Lucid Designs A/V-LLC,,,College Station,TX,,,http://luciddesignsav.com/,theratio_interior@mail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,lucid-designs-a-v-llc
FASTSIGNS Brazos Valley,,,College Station,TX,77840,(979) 428-2389,http://fastsigns.com/465,,,Local Chamber Member,BCS Chamber,College Station,,,,,fastsigns-brazos-valley
Bryan Texas Utilities,,"Bryan Texas Utilities is a publicly owned electric utility that has been serving the citizens of Bryan since 1909., Bryan Texas Utilities is a publicly owned electric utility that has been serving the citizens of Bryan since 1909.",College Station,TX,77803,(979) 821-5700,http://btutilities.com/,transcoord@btutilities.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bryan-texas-utilities
Fire Reconstruction Inc.,,,College Station,TX,77803,(346) 552-7577,http://fri24-7.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fire-reconstruction-inc
Luminos Hospice and Palliative Care,,,College Station,TX,,(979) 291-0319,https://luminoshospice.com/,contact@luminoshospice.com,,Local Chamber Member,BCS Chamber,College Station,,,,,luminos-hospice-and-palliative-care
Lone Star Realty,,,College Station,TX,,,http://lonestarbcs.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,lone-star-realty
Patterson Architects,,,College Station,TX,77803,(979) 775-6036,http://pattersonarchitects.net/,design@patarch.com,,Local Chamber Member,BCS Chamber,College Station,,,,,patterson-architects
Frontier Title Company,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,frontier-title-company
Extraco Banks,,,College Station,TX,,,http://extracobanks.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,extraco-banks
Texas A&M Rec Sports,,,College Station,TX,,,http://recsports.tamu.edu/,,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-a-m-rec-sports
Melrose Assisted Living,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,melrose-assisted-living
M.G. Cangelose & Associates,,,College Station,TX,77840,(979) 260-1300,http://mgcangelose.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,m-g--cangelose---associates
Lion Business Advisors,,,College Station,TX,,,https://lionbusinessbrokers.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,lion-business-advisors
First State Bank of Bedias,,,College Station,TX,77831,(936) 395-2141,http://bediasbank.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,first-state-bank-of-bedias
"Melissa Breedlove, Coldwell Banker Apex, Realtor",,,College Station,TX,,,http://mbreedlove.cbapex.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,melissa-breedlove--coldwell-banker-apex--realtor
BMW of College Station,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,30.5922402,-96.2875643,osm:way:1013629246,0.84,bmw-of-college-station
Brazos Valley Sewer Drain Service,,,College Station,TX,77802,(979) 774-1291,http://brazosvalleysewerdrainservice.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-sewer-drain-service
Aggieland Outfitters,Clothes,208 George Bush Drive,College Station,TX,77843,(979) 703-1848,http://aggielandoutfitters.com/,to%3aaodonations@aggielandoutfitters.com,0.96,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6048716,-96.338312,osm:way:405507500,1.0,aggieland-outfitters
Brazos Valley CPR & Training LLC,,,College Station,TX,,,http://brazosvalleycprandtraining.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-cpr---training-llc
Framestead,,"Custom Home Builder and Remodeler, Custom Home Builder and Remodeler",College Station,TX,,(832) 376-5130,https://framestead.com/,sales@framestead.com,,Local Chamber Member,BCS Chamber,College Station,,,,,framestead
Branding Iron Management,,"Full Service Advertising Agency - Save Time, Save Money and get measured return on investment without any increase in your current marketing budget., Full Service Advertising Agency - Save Time, Save Money and get measured return on investment without any increase in your current marketing budget.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,branding-iron-management
Fish Daddy's Grill House,Restaurant,1611 University Drive East,College Station,TX,77840,(979) 260-1611,https://fishdaddysbcs.com/,,1.95,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Northgate,30.6390479,-96.3138598,osm:way:405509293,1.0,fish-daddy-s-grill-house
Bin There Dump That,,"Aggieland’s residential-friendly dumpster service. Clean, compact bins with quick delivery and pickup for any project., Aggieland’s residential-friendly dumpster service. Clean, compact bins with quick delivery and pickup for any project.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bin-there-dump-that
Farmhouse Frozen Yogurt,,,College Station,TX,,(979) 595-3861,http://farmhousebcs.com/,sweetfamilyblend@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,farmhouse-frozen-yogurt
EverLine Coatings and Services-College Station/Waco,,,College Station,TX,,(979) 353-0936,https://everlinecoatings.com/us/tx/college-station-waco,,,Local Chamber Member,BCS Chamber,College Station,,,,,everline-coatings-and-services-college-station-waco
Morningstar Storage,,,College Station,TX,77808,(800) 671-7552,https://morningstarstorage.com/location/327/tx/bryan/bryan-college-station,,,Local Chamber Member,BCS Chamber,College Station,30.6702495,-96.3247902,osm:way:784827713,0.84,morningstar-storage
Pet Supplies Plus,,,College Station,TX,,,http://petsuppliesplus.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,pet-supplies-plus
Forest Pines Apartments,,,College Station,TX,77807,(979) 704-5498,http://forestpinesapartments.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,forest-pines-apartments
Wings N' More,Restaurant,3230 Texas Avenue South,College Station,TX,77845,(979) 694-8966,https://wingsnmore.com/,partyroom@wingsnmore.com,1.87,Local Independent/Franchise,OpenStreetMap,College Station,30.5937777,-96.2936588,osm:way:415185336,0.968,wings-n--more
